000000,Procurement and Contracting Requirements,,,,,,
,,,,,,003132.23,Geotechnical Monitoring Information
,,,,,,003143,Permit Application
,,,,,,003146,Permits
,,004000,Procurement Forms and Supplements,,,,
,,,,004100,Bid Forms,,
,,,,,,004113,Bid Form - Stipulated Sum (Single-Prime Contract)
,,,,,,004116,Bid Form - Stipulated Sum (Multiple-Prime Contract)
,,,,,,004123,Bid Form - Construction Management (Single-Prime Contract)
,,,,,,004126,Bid Form - Construction Management (Multiple-Prime Contract)
,,,,,,004133,Bid Form - Cost-Plus-Fee (Single-Prime Contract)
,,,,,,004136,Bid Form - Cost-Plus-Fee (Multiple-Prime Contract)
,,,,,,004143,Bid Form - Unit Price (Single-Prime Contract)
,,,,,,004146,Bid Form - Unit Price (Multiple-Prime Contract)
,,,,,,004153,Bid Form - Design/Build (Single-Prime Contract)
,,,,,,004156,Bid Form - Design/Build (Multiple-Prime Contract)
,,,,,,004163,Bid Form - Purchase Contract
,,,,004200,Proposal Forms,,
,,,,,,004213,Proposal Form - Stipulated Sum (Single-Prime Contract)
,,,,,,004216,Proposal Form - Stipulated Sum (Multiple-Prime Contract)
,,,,,,004223,Proposal Form - Construction Management (Single-Prime Contract)
,,,,,,004226,Proposal Form - Construction Management (Multiple-Prime Contract)
,,,,,,004233,Proposal Form - Cost-Plus-Fee (Single-Prime Contract)
,,,,,,004236,Proposal Form - Cost-Plus-Fee (Multiple-Prime Contract)
,,,,,,004243,Proposal Form - Unit Price (Single-Prime Contract)
,,,,,,004246,Proposal Form - Unit Price (Multiple-Prime Contract)
,,,,,,004253,Proposal Form - Design/Build (Single-Prime Contract)
,,,,,,004256,Proposal Form - Design/Build (Multiple-Prime Contract)
,,,,,,004263,Proposal Form - Purchase Contract
,,,,,,004273,Proposal Form - Performance Contract
,,,,004300,Procurement Form Supplements,,
,,,,,,004313,Bid Security Form
,,,,,,004321,Allowance Form
,,,,,,004322,Unit Prices Form
,,,,,,004323,Alternates Form
,,,,,,004325,Substitution Request Form (During Procurement)
,,,,,,004326,Estimated Quantities Form
,,,,,,004327,Separate Prices Break-Out Form
,,,,,,004328,Tax Rebate Form
,,,,,,004333,Proposed Products Form
,,,,,,004336,Proposed Subcontractors Form
,,,,,,004339,Minority Business Enterprise Statement of Intent Form
,,,,,,004343,Wage Rates Form
,,,,,,004373,Proposed Schedule of Values Form
,,,,,,004383,Proposed Construction Schedule Form
,,,,,,004386,Proposed Work Plan Schedule Form
,,,,,,004393,Bid Submittal Checklist
,,,,004500,Representations and Certifications,,
,,,,,,004513,Bidder's Qualifications
,,,,,,004516,Proposer's Qualifications
,,,,,,004519,Non-Collusion Affidavit
,,,,,,004523,Statement of Disposal Facility
,,,,,,004526,Workers Compensation Certificate Schedule
,,,,,,004533,Non-Segregated Facilities Affidavit
,,,,,,004536,Equal Employment Opportunity Affidavit
,,,,,,004539,Minority Business Enterprise Affidavit
,,,,,,004543,Corporate Resolutions
,,,,,,004546,Governmental Certifications
,,005000,Contracting Forms and Supplements,,,,
,,,,005100,Notice of Award,,
,,,,005200,Agreement Forms,,
,,,,,,005213,Agreement Form - Stipulated Sum (design/bid/build or
,,,,,,,design/negotiate/build)
,,,,,,005214,Subcontract Form - Stipulated Sum (design/bid/build or
,,,,,,,design/negotiate/build)
,,,,,,005216,Agreement Form - Cost-Plus (design/bid/build or design/negotiate/build)
,,,,,,005217,Subcontract Form - Cost-Plus (design/bid/build or design/negotiate/build)
,,,,,,005223,Agreement Form - Construction Manager as Agent or Advisor - Stipulated
,,,,,,,Sum
,,,,,,005224,Subcontract Form - Construction Manager as Agent or Adviser - Stipulated
,,,,,,,Sum
,,,,,,005226,Agreement Form - Construction Manager as Agent or Adviser - Cost-Plus
,,,,,,005227,Subcontract Form - Construction Manager as Agent or Adviser - Cost-Plus
,,,,,,005233,Agreement Form - Construction Manager at Risk - Stipulated Sum
,,,,,,005234,Subcontract Form - Construction Manager at Risk - Stipulated Sum
,,,,,,005236,Agreement Form - Construction Manager at Risk - Cost-Plus
,,,,,,005237,Subcontract Form - Construction Manager at Risk - Cost-Plus
,,,,,,005251,Public-Private Partnership Agreement
,,,,,,005252,Agreement for Preliminary Services - Owner-Design/Builder
,,,,,,005253,Agreement Form - Owner-Design/Builder - Stipulated Sum
,,,,,,005254,Subcontract Form - Design/Build - Stipulated Sum
,,,,,,005256,Agreement Form - Owner-Design/Builder - Cost-Plus
,,,,,,005257,Subcontract Form - Design/Build - Cost-Plus
,,,,,,005263,Agreement Form - Purchase - Stipulated Price
,,,,,,005273,Agreement Form - Performance Contract
,,,,,,005293,Multi-Party Agreement Form - Integrated Project Delivery
,,,,,,005296,Agreement between Single-Purpose Entity and Owner - Integrated Project
,,,,,,,Delivery
,,,,,,005297,Agreement between Single-Purpose Entity and Non-Owner - Integrated
,,,,,,,Project Delivery
,,,,,,005298,Agreement between Single-Purpose Entity and Consultant - Integrated
,,,,,,,Project Delivery
,,,,005400,Agreement Form Supplements,,
,,,,,,005413,Supplementary Scope Statement
,,,,,,005421,Allowances Schedule
,,,,,,005422,Unit Prices Schedule
,,,,,,005433,Digital/Electronic Data Protocol Exhibit
,,,,,,005436,Building Information Modeling Exhibit
,,,,005500,Notice to Proceed,,
,,006000,Project Forms,,,,
,,,,006100,Bond Forms,,
,,,,,,006113,Performance and Payment Bond Form
,,,,,,006113.13,Performance Bond Form
,,,,,,006113.16,Payment Bond Form
,,,,,,006116,Lien Bond Form
,,,,,,006119,Maintenance Bond Form
,,,,,,006123,Retainage Bond Form
,,,,,,006126,Special Bond Form
,,,,006200,Certificates and Other Forms,,
,,,,,,006211,Submittal Transmittal Form
,,,,,,006216,Certificate of Insurance Form
,,,,,,006219,Infection Control Form
,,,,,,006223,Construction Waste Diversion Form
,,,,,,006233,Products Form
,,,,,,006234,Recycled Content of Materials Form
,,,,,,006239,Minority Business Enterprise Certification Form
,,,,,,006273,Schedule of Values Form
,,,,,,006276,Application for Payment Form
,,,,,,006276.13,Sales Tax Form
,,,,,,006276.16,Consent of Surety to Reduction of Retainage Form
,,,,,,006279,Stored Material Form
,,,,,,006283,Construction Schedule Form
,,,,,,006286,Work Plan Schedule Form
,,,,,,006289,Construction Equipment Form
,,,,006300,Clarification and Modification Forms,,
,,,,,,006313,Request for Interpretation Form
,,,,,,006319,Clarification Form
,,,,,,006325,Substitution Request Form (During Construction)
,,,,,,006333,Supplemental Instruction Form
,,,,,,006336,Field Order Form
,,,,,,006343,Written Amendment Form
,,,,,,006346,Construction Change Directive Form
,,,,,,006349,Work Change Directive Form
,,,,,,006353,Request for Proposal Form
,,,,,,006354,Proposal Worksheet Summary Form
,,,,,,006355,Proposal Worksheet Detail Form
,,,,,,006357,Change Order Request Form
,,,,,,006363,Change Order Form
,,,,006500,Closeout Forms,,
,,,,,,006513,Certificate of Compliance Form
,,,,,,006516,Certificate of Substantial Completion Form
,,,,,,006519,Certificate of Completion Form
,,,,,,006519.13,Affidavit of Payment of Debts and Claims Form
,,,,,,006519.16,Affidavit of Release of Liens Form
,,,,,,006519.19,Consent of Surety to Final Payment Form
,,,,,,006519.23,Acceptance Certificate Form
,,,,,,006519.26,Final Settlement Certificate Form
,,,,,,006536,Warranty Form
,,,,,,006573,Statutory Declaration Form
,,007000,Conditions of the Contract,,,,
,,,,007100,Contracting Definitions,,
,,,,007200,General Conditions,,
,,,,,,007213,General Conditions - Stipulated Sum (Single-Prime Contract)
,,,,,,007216,General Conditions - Stipulated Sum (Multiple-Prime Contract)
,,,,,,007223,General Conditions - Construction Management (Single-Prime Contract)
,,,,,,007226,General Conditions - Construction Management (Multiple-Prime Contract)
,,,,,,007233,General Conditions - Cost Plus-Fee (Single-Prime Contract)
,,,,,,007236,General Conditions - Cost-Plus-Fee (Multiple-Prime Contract)
,,,,,,007243,General Conditions - Unit Price (Single-Prime Contract)
,,,,,,007246,General Conditions - Unit Price (Multiple-Prime Contract)
,,,,,,007253,General Conditions - Design/Build (Single-Prime Contract)
,,,,,,007256,General Conditions - Design/Build (Multiple-Prime Contract)
,,,,,,007273,General Conditions - Performance Contract
,,,,,,007295,General Conditions - Integrated Project Delivery
,,,,007300,Supplementary Conditions,,
,,,,,,007316,Insurance Requirements
,,,,,,007319,Health and Safety Requirements
,,,,,,007323,Purchase Contracts
,,,,,,007326,Assigned Contracts
,,,,,,007333,Non-Segregated Facilities Requirements
,,,,,,007336,Equal Employment Opportunity Requirements
,,,,,,007339,Minority Business Enterprise Requirements
,,,,,,007343,Wage Rate Requirements
,,,,,,007346,Wage Determination Schedule
,,,,,,007349,Labor Stabilization Agreement
,,,,,,007353,Anti-Pollution Measures
,,,,,,007363,Security Requirements
,,,,,,007373,Statutory Requirements
,,,,,,007383,Dispute Resolution
,,009000,"Revisions, Clarifications, and Modifications",,,,
,,,,009100,Precontract Revisions,,
,,,,,,009113,Addenda
,,,,,,009116,Bid Revisions
,,,,,,009119,Proposal Revisions
,,,,009300,Record Clarifications and Proposals,,
,,,,,,009313,Record Requests for Interpretation
,,,,,,009319,Record Clarification Notices
,,,,,,009353,Record Proposal Requests
,,,,,,009354,Record Proposal Worksheet Summaries
,,,,,,009357,Record Change Order Requests
,,,,009400,Record Modifications,,
,,,,,,009433,Record Minor Changes in the Work
,,,,,,009436,Record Supplemental Instructions
,,,,,,009439,Record Field Orders
,,,,,,009443,Record Amendments
,,,,,,009446,Record Construction Change Directives
,,,,,,009449,Record Work Change Directives
,,,,,,009463,Record Change Orders
010000,General Requirements,,,,,,
,,011000,Summary,,,,
,,,,011100,Summary of Work,,
,,,,,,011113,Work Covered by Contract Documents
,,,,,,011116,Work by Owner
,,,,,,011119,Purchase Contracts
,,,,011200,Multiple Contract Summary,,
,,,,,,011213,Summary of Contracts
,,,,,,011216,Work Sequence
,,,,,,011219,Contract Interface
,,,,011400,Work Restrictions,,
,,,,,,011413,Access to Site
,,,,,,011416,Coordination with Occupants
,,,,,,011419,Use of Site
,,,,,,011433,Work in Rights-of-Way
,,,,011800,Project Utility Sources,,
,,,,,,011813,Utility Service Connections
,,012000,Price and Payment Procedures,,,,
,,,,012100,Allowances,,
,,,,,,012113,Cash Allowances
,,,,,,012116,Contingency Allowances
,,,,,,012119,Testing and Inspecting Allowances
,,,,,,012123,Installation Allowances
,,,,,,012126,Product Allowances
,,,,,,012129,Quantity Allowances
,,,,,,012143,Time Allowances
,,,,012200,Unit Prices,,
,,,,,,012213,Unit Price Measurement
,,,,,,012216,Unit Price Payment
,,,,012300,Alternates,,
,,,,012400,Value Analysis,,
,,,,,,012413,Value Engineering
,,,,012500,Substitution Procedures,,
,,,,,,012513,Product Substitution Procedures
,,,,,,012516,Execution Substitution Procedures
,,,,012600,Contract Modification Procedures,,
,,,,,,012613,Requests for Interpretation
,,,,,,012619,Clarification Notices
,,,,,,012633,Minor Changes in the Work
,,,,,,012636,Supplemental Instructions
,,,,,,012639,Field Orders
,,,,,,012643,Amendments
,,,,,,012646,Construction Change Directives
,,,,,,012649,Work Change Directives
,,,,,,012653,Proposal Requests
,,,,,,012654,Proposal Worksheet Summaries
,,,,,,012657,Change Order Requests
,,,,,,012663,Change Orders
,,,,012900,Payment Procedures,,
,,,,,,012973,Schedule of Values
,,,,,,012976,Progress Payment Procedures
,,,,,,012983,Payment Procedures for Testing Laboratory Services
,,013000,Administrative Requirements,,,,
,,,,013100,Project Management and Coordination,,
,,,,,,013113,Project Coordination
,,,,,,013114,Facility Services Coordination
,,,,,,013116,Multiple Contract Coordination
,,,,,,013119,Project Meetings
,,,,,,013119.13,Preconstruction Meetings
,,,,,,013119.16,Site Mobilization Meetings
,,,,,,013119.23,Progress Meetings
,,,,,,013119.33,Preinstallation Meetings
,,,,,,013123,Project Web Site
,,,,,,013126,Electronic Communication Protocols
,,,,013200,Construction Progress Documentation,,
,,,,,,013213,Scheduling of Work
,,,,,,013216,Construction Progress Schedule
,,,,,,013216.13,Network Analysis Schedules
,,,,,,013219,Submittals Schedule
,,,,,,013223,Survey and Layout Data
,,,,,,013226,Construction Progress Reporting
,,,,,,013229,Periodic Work Observation
,,,,,,013233,Photographic Documentation
,,,,,,013236,Video Monitoring and Documentation
,,,,,,013243,Purchase Order Tracking
,,,,013300,Submittal Procedures,,
,,,,,,013313,Certificates
,,,,,,013316,Design Data
,,,,,,013319,Field Test Reporting
,,,,,,013323,"Shop Drawings, Product Data, and Samples"
,,,,,,013326,Source Quality Control Reporting
,,,,,,013329,Sustainable Design Reporting
,,,,,,013329.01,Material Cost Summary Form
,,,,,,013329.02,Wood-Containing Product List
,,,,,,013329.03,Metal-Containing Product List
,,,,,,013329.04,Material Content Form
,,,,,,013329.05,New Product Source Form
,,,,,,013329.06,Reused Product Form
,,,,,,013329.07,Prohibited Content Installer Certification
,,,,013500,Special Procedures,,
,,,,,,013503,Conservation Treatment Procedures
,,,,,,013513,Special Project Procedures
,,,,,,013513.13,Special Project Procedures for Airport Facilities
,,,,,,013513.16,Special Project Procedures for Detention Facilities
,,,,,,013513.19,Special Project Procedures for Healthcare Facilities
,,,,,,013513.26,Special Project Procedures for Clean Rooms
,,,,,,013513.43,Special Project Procedures for Contaminated Sites
,,,,,,013516,Alteration Project Procedures
,,,,,,013523,Owner Safety Requirements
,,,,,,013526,Governmental Safety Requirements
,,,,,,013529,"Material Safety Data Sheets"
,,,,,,013529.13,"Health, Safety, and Emergency Response Procedures for Contaminated Sites"
,,,,,,013533,Infection Control Procedures
,,,,,,013543,Environmental Procedures
,,,,,,013543.13,Environmental Procedures for Hazardous Materials
,,,,,,013543.16,Environmental Procedures for Toxic Materials
,,,,,,013546,Indoor Air Quality Procedures
,,,,,,013553,Security Procedures
,,,,,,013563,Sustainability Certification Project Requirements
,,,,,,013566,Sustainability Certification Project Procedures
,,,,,,013573,Delegated Design Procedures
,,,,,,013591,Period Treatment Procedures
,,014000,Quality Requirements,,,,
,,,,014100,Regulatory Requirements,,
,,,,,,014113,Codes
,,,,,,014116,Laws
,,,,,,014119,Rules
,,,,,,014123,Fees
,,,,,,014126,Permit Requirements
,,,,014200,References,,
,,,,,,014213,Abbreviations and Acronyms
,,,,,,014216,Definitions
,,,,,,014219,Reference Standards
,,,,014300,Quality Assurance,,
,,,,,,014313,Manufacturer Qualifications
,,,,,,014316,Supplier Qualifications
,,,,,,014319,Fabricator Qualifications
,,,,,,014323,Installer Qualifications
,,,,,,014326,Testing and Inspecting Agency Qualifications
,,,,,,014329,Code-Required Special Inspector Qualifications
,,,,,,014333,Manufacturer's Field Services
,,,,,,014336,Field Samples
,,,,,,014339,Mockups
,,,,014500,Quality Control,,
,,,,,,014513,Source Quality Control Procedures
,,,,,,014516,Field Quality Control Procedures
,,,,,,014516.13,Contractor Quality Control
,,,,,,014523,Testing and Inspecting Services
,,,,,,014526,Testing and Inspecting Services
,,,,,,014529,Testing Laboratory Services
,,,,,,014533,Code-Required Special Inspections and Procedures
,,015000,Temporary Facilities and Controls,,,,
,,,,015100,Temporary Utilities,,
,,,,,,015113,Temporary Electricity
,,,,,,015116,Temporary Fire Protection
,,,,,,015119,Temporary Fuel Oil
,,,,,,015123,"Temporary Heating, Cooling, and Ventilating"
,,,,,,015126,Temporary Lighting
,,,,,,015129,Temporary Natural-Gas
,,,,,,015133,Temporary Telecommunications
,,,,,,015136,Temporary Water
,,,,015200,Construction Facilities,,
,,,,,,015213,Field Offices and Sheds
,,,,,,015216,First Aid Facilities
,,,,,,015219,Sanitary Facilities
,,,,015300,Temporary Construction,,
,,,,,,015313,Temporary Bridges
,,,,,,015316,Temporary Decking
,,,,,,015319,Temporary Overpasses
,,,,,,015323,Temporary Ramps
,,,,,,015326,Temporary Runarounds
,,,,015400,Construction Aids,,
,,,,,,015413,Temporary Elevators
,,,,,,015416,Temporary Hoists
,,,,,,015419,Temporary Cranes
,,,,,,015423,Temporary Scaffolding and Platforms
,,,,,,015426,Temporary Swing Staging
,,,,015500,Vehicular Access and Parking,,
,,,,,,015513,Temporary Access Roads
,,,,,,015516,Haul Routes
,,,,,,015519,Temporary Parking Areas
,,,,,,015523,Temporary Roads
,,,,,,015526,Traffic Control
,,,,,,015529,Staging Areas
,,,,015600,Temporary Barriers and Enclosures,,
,,,,,,015613,Temporary Air Barriers
,,,,,,015616,Temporary Dust Barriers
,,,,,,015619,Temporary Noise Barriers
,,,,,,015623,Temporary Barricades
,,,,,,015626,Temporary Fencing
,,,,,,015629,Temporary Protective Walkways
,,,,,,015633,Temporary Security Barriers
,,,,,,015636,Temporary Security Enclosures
,,,,,,015639,Temporary Tree and Plant Protection
,,,,015700,Temporary Controls,,
,,,,,,015713,Temporary Erosion and Sediment Control
,,,,,,015716,Temporary Pest Control
,,,,,,015719,Temporary Environmental Controls
,,,,,,015723,Temporary Storm Water Pollution Control
,,,,,,015726,Site Watering for Dust Control
,,,,015800,Project Identification,,
,,,,,,015813,Temporary Project Signage
,,,,,,015816,Temporary Interior Signage
,,016000,Product Requirements,,,,
,,,,016100,Common Product Requirements,,
,,,,,,016113,Software Licensing Requirements
,,,,016200,Product Options,,
,,,,016400,Owner-Furnished Products,,
,,,,016500,Product Delivery Requirements,,
,,,,016600,Product Storage and Handling Requirements,,
,,,,,,016613,Product Storage and Handling Requirements for Hazardous Materials
,,,,,,016616,Product Storage and Handling Requirements for Toxic Materials
,,017000,Execution and Closeout Requirements,,,,
,,,,017100,Examination and Preparation,,
,,,,,,017113,Mobilization
,,,,,,017116,Acceptance of Conditions
,,,,,,017123,Field Engineering
,,,,,,017123.13,Construction Layout
,,,,,,017123.16,Construction Surveying
,,,,,,017133,Protection of Adjacent Construction
,,,,,,017136,Non-Destructive Concrete Examination
,,,,017300,Execution,,
,,,,,,017313,Application
,,,,,,017316,Erection
,,,,,,017319,Installation
,,,,,,017323,Bracing and Anchoring
,,,,,,017326,Existing Products
,,,,,,017329,Cutting and Patching
,,,,017400,Cleaning and Waste Management,,
,,,,,,017413,Progress Cleaning
,,,,,,017416,Site Maintenance
,,,,,,017419,Construction Waste Management and Disposal
,,,,,,017423,Final Cleaning
,,,,017500,Starting and Adjusting,,
,,,,,,017513,Checkout Procedures
,,,,,,017516,Startup Procedures
,,,,017600,Protecting Installed Construction,,
,,,,017700,Closeout Procedures,,
,,,,,,017713,Preliminary Closeout Reviews
,,,,,,017716,Final Closeout Review
,,,,,,017719,Closeout Requirements
,,,,017800,Closeout Submittals,,
,,,,,,017813,Completion and Correction List
,,,,,,017819,Maintenance Contracts
,,,,,,017823,Operation and Maintenance Data
,,,,,,017823.13,Operation Data
,,,,,,017823.16,Maintenance Data
,,,,,,017823.19,Preventative Maintenance Instructions
,,,,,,017829,Final Site Survey
,,,,,,017833,Bonds
,,,,,,017836,Warranties
,,,,,,017839,Project Record Documents
,,,,,,017843,Spare Parts
,,,,,,017846,Extra Stock Materials
,,,,,,017853,Sustainable Design Closeout Documentation
,,,,017900,Demonstration and Training,,
,,018000,Performance Requirements,,,,
,,,,018100,Facility Performance Requirements,,
,,,,,,018113,Sustainable Design Requirements
,,,,,,018116,Facility Environmental Requirements
,,,,,,018119,Indoor Air Quality Requirements
,,,,018200,Facility Substructure Performance Requirements,,
,,,,,,018213,Foundation Performance Requirements
,,,,,,018216,Basement Construction Performance Requirements
,,,,018300,Facility Shell Performance Requirements,,
,,,,,,018313,Superstructure Performance Requirements
,,,,,,018316,Exterior Enclosure Performance Requirements
,,,,,,018319,Roofing Performance Requirements
,,,,018400,Interiors Performance Requirements,,
,,,,,,018413,Interior Construction Performance Requirements
,,,,,,018416,Stairways Performance Requirements
,,,,,,018419,Interior Finishes Performance Requirements
,,,,018500,Conveying Equipment Performance Requirements,,
,,,,018600,Facility Services Performance Requirements,,
,,,,,,018613,Fire Suppression Performance Requirements
,,,,,,018616,Plumbing Performance Requirements
,,,,,,018619,HVAC Performance Requirements
,,,,,,018623,Integrated Automation Performance Requirements
,,,,,,018626,Electrical Performance Requirements
,,,,,,018629,Communications Performance Requirements
,,,,,,018633,Electronic Safety and Security Performance Requirements
,,,,018700,Equipment and Furnishings Performance Requirements,,
,,,,,,018713,Equipment Performance Requirements
,,,,,,018716,Furnishings Performance Requirements
,,,,018800,Other Facility Construction Performance Requirements,,
,,,,,,018813,Special Construction Performance Requirements
,,,,,,018816,Selective Construction Performance Requirements
,,,,018900,Site Construction Performance Requirements,,
,,,,,,018913,Site Preparation Performance Requirements
,,,,,,018916,Site Improvements Performance Requirements
,,,,,,018919,Site Plumbing Utilities Performance Requirements
,,,,,,018923,Site HVAC Utilities Performance Requirements
,,,,,,018926,Site Electrical Utilities Performance Requirements
,,,,,,018929,Other Site Construction Performance Requirements
,,019000,Life Cycle Activities,,,,
,,,,019100,Commissioning,,
,,,,,,019113,General Commissioning Requirements
,,,,,,019116,Facility Substructure Commissioning
,,,,,,019116.13,Foundation Commissioning
,,,,,,019116.53,Basement Construction Commissioning
,,,,,,019119,Facility Shell Commissioning
,,,,,,019119.13,Superstructure Commissioning
,,,,,,019119.43,Exterior Enclosure Commissioning
,,,,,,019119.73,Roofing Commissioning
,,,,,,019123,Interiors Commissioning
,,,,,,019123.13,Interior Construction Commissioning
,,,,,,019123.43,Stairways Commissioning
,,,,,,019123.73,Interior Finishes Commissioning
,,,,019200,Facility Operation,,
,,,,,,019213,Facility Operation Procedures
,,,,019300,Facility Maintenance,,
,,,,,,019313,Facility Maintenance Procedures
,,,,,,019316,Recycling Programs
,,,,019400,Facility Decommissioning,,
,,,,,,019413,Facility Decommissioning Procedures
020000,Existing Conditions,,,,,,
,,,,020100,Maintenance of Existing Conditions,,
,,,,,,020150,Maintenance of Site Remediation
,,,,,,020165,Maintenance of Underground Storage Tank Removal
,,,,,,020180,Maintenance of Facility Remediation
,,,,,,020186,Maintenance of Hazardous Waste Drum Handling
,,,,020300,Conservation Treatment for Existing Period Conditions,,
,,,,,,020301,Maintenance of Existing Period Conditions
,,,,,,020301.19,Mothballing Period Structures
,,,,,,020341,Selective Demolition for Period Structures
,,,,,,020342,Removal and Salvage of Period Construction Materials
,,,,,,020343,Period Structure Relocating
,,,,,,020344,Shoring and Support of Period Structures
,,,,020500,Common Work Results for Existing Conditions,,
,,,,,,020519,Geosynthetics for Existing Conditions
,,,,,,020519.13,Geotextiles for Existing Conditions
,,,,,,020519.16,Geomembranes for Existing Conditions
,,,,,,020519.19,Geogrids for Existing Conditions
,,,,020600,Schedules for Existing Conditions,,
,,,,,,020613,Geotechnical Baseline Report
,,,,,,020614,Geotechnical Data Report
,,,,,,020630,Schedules for Subsurface Investigations
,,,,,,020630.13,Boring or Test Pit Log Schedule
,,,,,,020650,Schedules for Site Remediation
,,,,,,020665,Schedules for Underground Storage Tank Removal
,,,,,,020680,Schedules for Facility Remediation
,,,,,,020686,Schedules for Hazardous Waste Drum Handling
,,,,020800,Commissioning of Existing Conditions,,
,,022000,Assessment,,,,
,,,,022100,Surveys,,
,,,,,,022113,Site Surveys
,,,,,,022113.13,Boundary and Survey Markers
,,,,,,022113.23,Archeological and Historic Surveys
,,,,,,022116,Measured Drawings
,,,,022200,Existing Conditions Assessment,,
,,,,,,022213,Movement and Vibration Assessment
,,,,,,022216,Acoustic Assessment
,,,,,,022219,Traffic Assessment
,,,,,,022223,Accessibility Assessment
,,,,022400,Environmental Assessment,,
,,,,,,022413,Natural Environment Assessment
,,,,,,022413.13,Air Assessment
,,,,,,022413.43,Water Assessment
,,,,,,022413.73,Land Assessment
,,,,,,022423,Chemical Sampling and Analysis of Soils
,,,,,,022443,Transboundary and Global Environmental Aspects Assessment
,,,,022500,Existing Material Assessment,,
,,,,,,022516,Existing Concrete Assessment
,,,,,,022516.13,Concrete Assessment Drilling
,,,,,,022519,Existing Masonry Assessment
,,,,,,022519.13,Masonry Assessment Drilling
,,,,,,022523,Existing Metals Assessment
,,,,,,022523.13,Welding Investigations
,,,,,,022526,"Existing Wood, Plastics, and Composites Assessment"
,,,,,,022529,Existing Thermal and Moisture Protection Assessment
,,,,,,022529.13,Waterproofing Investigations
,,,,,,022529.23,Roofing Investigations
,,,,022600,Hazardous Material Assessment,,
,,,,,,022623,Asbestos Assessment
,,,,,,022626,Lead Assessment
,,,,,,022629,Polychlorinated Biphenyl Assessment
,,,,,,022633,Biological Assessment
,,,,,,022633.13,Mold Assessment
,,,,,,022636,Hazardous Waste Drum Assessment
,,023000,Subsurface Investigation,,,,
,,,,023100,Geophysical Investigations,,
